arrival_time,departure_time,shape_dist_traveled,stop_id,stop_sequence,timepoint,trip_id
18:20:00,18:20:00,,262,27,1,CITIBUS003017
08:15:00,08:15:00,,427,22,1,CITIBUS003002
18:22:00,18:22:00,,328,28,1,CITIBUS003017
18:22:00,18:22:00,,264,29,1,CITIBUS003017
18:25:00,18:25:00,,265,30,1,CITIBUS003017
18:26:00,18:26:00,,267,31,1,CITIBUS003017
18:28:00,18:28:00,,305,32,1,CITIBUS003017
18:35:00,18:35:00,,465,1,1,CITIBUS003018
18:35:00,18:35:00,,365,2,1,CITIBUS003018
18:36:00,18:36:00,,364,3,1,CITIBUS003018
18:37:00,18:37:00,,361,4,1,CITIBUS003018
18:39:00,18:39:00,,WID400,5,1,CITIBUS003018
08:16:00,08:16:00,,428,23,1,CITIBUS003002
18:40:00,18:40:00,,409,6,1,CITIBUS003018
18:41:00,18:41:00,,411,7,1,CITIBUS003018
18:41:00,18:41:00,,413,8,1,CITIBUS003018
18:44:00,18:44:00,,415,9,1,CITIBUS003018
18:45:00,18:45:00,,418,10,1,CITIBUS003018
18:46:00,18:46:00,,416,11,1,CITIBUS003018
18:49:00,18:49:00,,518,12,1,CITIBUS003018
18:51:00,18:51:00,,WID401,13,1,CITIBUS003018
18:52:00,18:52:00,,385,14,1,CITIBUS003018
18:53:00,18:53:00,,387,15,1,CITIBUS003018
08:16:00,08:16:00,,429,24,1,CITIBUS003002
18:54:00,18:54:00,,389,16,1,CITIBUS003018
18:55:00,18:55:00,,391,17,1,CITIBUS003018
18:56:00,18:56:00,,393,18,1,CITIBUS003018
18:56:00,18:56:00,,310,19,1,CITIBUS003018
18:57:00,18:57:00,,262,20,1,CITIBUS003018
18:59:00,18:59:00,,311,21,1,CITIBUS003018
19:00:00,19:00:00,,427,22,1,CITIBUS003018
19:01:00,19:01:00,,428,23,1,CITIBUS003018
19:01:00,19:01:00,,429,24,1,CITIBUS003018
19:02:00,19:02:00,,430,25,1,CITIBUS003018
08:17:00,08:17:00,,430,25,1,CITIBUS003002
19:02:00,19:02:00,,WID402,26,1,CITIBUS003018
19:05:00,19:05:00,,262,27,1,CITIBUS003018
19:07:00,19:07:00,,328,28,1,CITIBUS003018
19:07:00,19:07:00,,264,29,1,CITIBUS003018
19:10:00,19:10:00,,265,30,1,CITIBUS003018
19:11:00,19:11:00,,267,31,1,CITIBUS003018
19:13:00,19:13:00,,305,32,1,CITIBUS003018
21:00:00,21:00:00,,465,1,1,CITIBUS00FAKE
21:00:00,21:00:00,,365,2,1,CITIBUS00FAKE
21:01:00,21:01:00,,364,3,1,CITIBUS00FAKE
08:17:00,08:17:00,,WID402,26,1,CITIBUS003002
21:02:00,21:02:00,,361,4,1,CITIBUS00FAKE
21:04:00,21:04:00,,WID400,5,1,CITIBUS00FAKE
21:05:00,21:05:00,,409,6,1,CITIBUS00FAKE
21:06:00,21:06:00,,411,7,1,CITIBUS00FAKE
21:06:00,21:06:00,,413,8,1,CITIBUS00FAKE
21:09:00,21:09:00,,415,9,1,CITIBUS00FAKE
21:10:00,21:10:00,,418,10,1,CITIBUS00FAKE
21:11:00,21:11:00,,416,11,1,CITIBUS00FAKE
21:14:00,21:14:00,,518,12,1,CITIBUS00FAKE
21:16:00,21:16:00,,WID401,13,1,CITIBUS00FAKE
08:20:00,08:20:00,,262,27,1,CITIBUS003002
21:17:00,21:17:00,,385,14,1,CITIBUS00FAKE
21:18:00,21:18:00,,387,15,1,CITIBUS00FAKE
21:19:00,21:19:00,,389,16,1,CITIBUS00FAKE
21:20:00,21:20:00,,391,17,1,CITIBUS00FAKE
21:21:00,21:21:00,,393,18,1,CITIBUS00FAKE
21:21:00,21:21:00,,310,19,1,CITIBUS00FAKE
21:22:00,21:22:00,,262,20,1,CITIBUS00FAKE
21:24:00,21:24:00,,311,21,1,CITIBUS00FAKE
21:25:00,21:25:00,,427,22,1,CITIBUS00FAKE
21:26:00,21:26:00,,428,23,1,CITIBUS00FAKE
07:15:00,07:15:00,,409,6,1,CITIBUS003001
08:22:00,08:22:00,,328,28,1,CITIBUS003002
21:26:00,21:26:00,,429,24,1,CITIBUS00FAKE
21:27:00,21:27:00,,430,25,1,CITIBUS00FAKE
21:27:00,21:27:00,,WID402,26,1,CITIBUS00FAKE
21:30:00,21:30:00,,262,27,1,CITIBUS00FAKE
21:32:00,21:32:00,,328,28,1,CITIBUS00FAKE
21:32:00,21:32:00,,264,29,1,CITIBUS00FAKE
21:35:00,21:35:00,,265,30,1,CITIBUS00FAKE
21:36:00,21:36:00,,267,31,1,CITIBUS00FAKE
21:38:00,21:38:00,,305,32,1,CITIBUS00FAKE
08:22:00,08:22:00,,264,29,1,CITIBUS003002
08:25:00,08:25:00,,265,30,1,CITIBUS003002
08:26:00,08:26:00,,267,31,1,CITIBUS003002
08:28:00,08:28:00,,305,32,1,CITIBUS003002
08:30:00,08:30:00,,465,1,1,CITIBUS003003
08:30:00,08:30:00,,365,2,1,CITIBUS003003
08:31:00,08:31:00,,364,3,1,CITIBUS003003
08:32:00,08:32:00,,361,4,1,CITIBUS003003
08:34:00,08:34:00,,WID400,5,1,CITIBUS003003
07:16:00,07:16:00,,411,7,1,CITIBUS003001
08:35:00,08:35:00,,409,6,1,CITIBUS003003
08:36:00,08:36:00,,411,7,1,CITIBUS003003
08:36:00,08:36:00,,413,8,1,CITIBUS003003
08:39:00,08:39:00,,415,9,1,CITIBUS003003
08:40:00,08:40:00,,418,10,1,CITIBUS003003
08:41:00,08:41:00,,416,11,1,CITIBUS003003
08:44:00,08:44:00,,518,12,1,CITIBUS003003
08:46:00,08:46:00,,WID401,13,1,CITIBUS003003
08:47:00,08:47:00,,385,14,1,CITIBUS003003
08:48:00,08:48:00,,387,15,1,CITIBUS003003
07:16:00,07:16:00,,413,8,1,CITIBUS003001
08:49:00,08:49:00,,389,16,1,CITIBUS003003
08:50:00,08:50:00,,391,17,1,CITIBUS003003
08:51:00,08:51:00,,393,18,1,CITIBUS003003
08:51:00,08:51:00,,310,19,1,CITIBUS003003
08:52:00,08:52:00,,262,20,1,CITIBUS003003
08:54:00,08:54:00,,311,21,1,CITIBUS003003
08:55:00,08:55:00,,427,22,1,CITIBUS003003
08:56:00,08:56:00,,428,23,1,CITIBUS003003
08:56:00,08:56:00,,429,24,1,CITIBUS003003
08:57:00,08:57:00,,430,25,1,CITIBUS003003
07:19:00,07:19:00,,415,9,1,CITIBUS003001
08:57:00,08:57:00,,WID402,26,1,CITIBUS003003
09:00:00,09:00:00,,262,27,1,CITIBUS003003
09:02:00,09:02:00,,328,28,1,CITIBUS003003
09:02:00,09:02:00,,264,29,1,CITIBUS003003
09:05:00,09:05:00,,265,30,1,CITIBUS003003
09:06:00,09:06:00,,267,31,1,CITIBUS003003
09:08:00,09:08:00,,305,32,1,CITIBUS003003
09:10:00,09:10:00,,465,1,1,CITIBUS003004
09:10:00,09:10:00,,365,2,1,CITIBUS003004
09:11:00,09:11:00,,364,3,1,CITIBUS003004
